adm0_name,date,day_of_week,cum_cases,mob_resid
El Salvador,2020-04-03,4,46,33
El Salvador,2020-04-04,5,56,28
El Salvador,2020-04-05,6,62,22
El Salvador,2020-04-06,0,69,33
El Salvador,2020-04-07,1,78,33
El Salvador,2020-04-08,2,93,34
El Salvador,2020-04-09,3,103,37
El Salvador,2020-04-10,4,117,41
El Salvador,2020-04-11,5,118,33
El Salvador,2020-04-12,6,125,24
El Salvador,2020-04-13,0,137,34
El Salvador,2020-04-14,1,149,33
El Salvador,2020-04-15,2,159,33
El Salvador,2020-04-16,3,164,33
El Salvador,2020-04-17,4,177,34
El Salvador,2020-04-18,5,190,29
El Salvador,2020-04-19,6,201,24
El Salvador,2020-04-20,0,218,33
El Salvador,2020-04-21,1,225,32
El Salvador,2020-04-22,2,237,32
El Salvador,2020-04-23,3,250,33
El Salvador,2020-04-24,4,274,33
El Salvador,2020-04-25,5,274,28
El Salvador,2020-04-26,6,298,23
El Salvador,2020-04-27,0,323,32
El Salvador,2020-04-28,1,345,27
El Salvador,2020-04-29,2,377,31
El Salvador,2020-04-30,3,395,30
El Salvador,2020-05-01,4,424,37
El Salvador,2020-05-02,5,446,27
El Salvador,2020-05-03,6,490,22
El Salvador,2020-05-04,0,555,30
El Salvador,2020-05-05,1,587,30
El Salvador,2020-05-06,2,633,29
El Salvador,2020-05-07,3,695,36
El Salvador,2020-05-08,4,742,37
El Salvador,2020-05-09,5,784,31
El Salvador,2020-05-10,6,889,21
El Salvador,2020-05-11,0,958,34
El Salvador,2020-05-12,1,998,34
El Salvador,2020-05-13,2,1037,34
El Salvador,2020-05-14,3,1112,32
El Salvador,2020-05-15,4,1210,34
El Salvador,2020-05-16,5,1265,30
El Salvador,2020-05-17,6,1338,23
El Salvador,2020-05-18,0,1413,33
El Salvador,2020-05-19,1,1498,32
El Salvador,2020-05-20,2,1571,33
El Salvador,2020-05-21,3,1640,33
El Salvador,2020-05-22,4,1725,33
El Salvador,2020-05-23,5,1819,28
El Salvador,2020-05-24,6,1915,23
El Salvador,2020-05-25,0,1983,33
El Salvador,2020-05-26,1,2042,30
El Salvador,2020-05-27,2,2109,31
El Salvador,2020-05-28,3,2194,31
El Salvador,2020-05-29,4,2278,32
Equatorial Guinea,2020-02-16,6,0,
Equatorial Guinea,2020-02-17,0,0,
Equatorial Guinea,2020-02-18,1,0,
Equatorial Guinea,2020-02-19,2,0,
Equatorial Guinea,2020-02-20,3,0,
Equatorial Guinea,2020-02-21,4,0,
Equatorial Guinea,2020-02-22,5,0,
Equatorial Guinea,2020-02-23,6,0,
Equatorial Guinea,2020-02-24,0,0,
Equatorial Guinea,2020-02-25,1,0,
Equatorial Guinea,2020-02-26,2,0,
Equatorial Guinea,2020-02-27,3,0,
Equatorial Guinea,2020-02-28,4,0,
Equatorial Guinea,2020-02-29,5,0,
Equatorial Guinea,2020-03-01,6,0,
Equatorial Guinea,2020-03-02,0,0,
Equatorial Guinea,2020-03-03,1,0,
Equatorial Guinea,2020-03-04,2,0,
Equatorial Guinea,2020-03-05,3,0,
Equatorial Guinea,2020-03-06,4,0,
Equatorial Guinea,2020-03-07,5,0,
Equatorial Guinea,2020-03-08,6,0,
Equatorial Guinea,2020-03-09,0,0,
Equatorial Guinea,2020-03-10,1,0,
Equatorial Guinea,2020-03-11,2,0,
Equatorial Guinea,2020-03-12,3,0,
Equatorial Guinea,2020-03-13,4,0,
Equatorial Guinea,2020-03-14,5,0,
Equatorial Guinea,2020-03-15,6,1,
Equatorial Guinea,2020-03-16,0,1,
Equatorial Guinea,2020-03-17,1,1,
Equatorial Guinea,2020-03-18,2,4,
Equatorial Guinea,2020-03-19,3,6,
Equatorial Guinea,2020-03-20,4,6,
Equatorial Guinea,2020-03-21,5,6,
Equatorial Guinea,2020-03-22,6,6,
Equatorial Guinea,2020-03-23,0,9,
Equatorial Guinea,2020-03-24,1,9,
Equatorial Guinea,2020-03-25,2,9,
Equatorial Guinea,2020-03-26,3,12,
Equatorial Guinea,2020-03-27,4,12,
Equatorial Guinea,2020-03-28,5,12,
Equatorial Guinea,2020-03-29,6,12,
Equatorial Guinea,2020-03-30,0,12,
Equatorial Guinea,2020-03-31,1,12,
Equatorial Guinea,2020-04-01,2,15,
Equatorial Guinea,2020-04-02,3,15,
Equatorial Guinea,2020-04-03,4,16,
Equatorial Guinea,2020-04-04,5,16,
Equatorial Guinea,2020-04-05,6,16,
Equatorial Guinea,2020-04-06,0,16,
Equatorial Guinea,2020-04-07,1,16,
Equatorial Guinea,2020-04-08,2,18,
Equatorial Guinea,2020-04-09,3,18,
Equatorial Guinea,2020-04-10,4,18,
Equatorial Guinea,2020-04-11,5,18,
Equatorial Guinea,2020-04-12,6,21,
Equatorial Guinea,2020-04-13,0,21,
Equatorial Guinea,2020-04-14,1,41,
Equatorial Guinea,2020-04-15,2,51,
Equatorial Guinea,2020-04-16,3,51,
Equatorial Guinea,2020-04-17,4,79,
Equatorial Guinea,2020-04-18,5,79,
Equatorial Guinea,2020-04-19,6,79,
Equatorial Guinea,2020-04-20,0,79,
Equatorial Guinea,2020-04-21,1,83,
Equatorial Guinea,2020-04-22,2,84,
Equatorial Guinea,2020-04-23,3,84,
Equatorial Guinea,2020-04-24,4,214,
Equatorial Guinea,2020-04-25,5,258,
Equatorial Guinea,2020-04-26,6,258,
Equatorial Guinea,2020-04-27,0,258,
Equatorial Guinea,2020-04-28,1,315,
Equatorial Guinea,2020-04-29,2,315,
Equatorial Guinea,2020-04-30,3,315,
Equatorial Guinea,2020-05-01,4,315,
Equatorial Guinea,2020-05-02,5,315,
Equatorial Guinea,2020-05-03,6,315,
Equatorial Guinea,2020-05-04,0,315,
Equatorial Guinea,2020-05-05,1,315,
Equatorial Guinea,2020-05-06,2,439,
Equatorial Guinea,2020-05-07,3,439,
Equatorial Guinea,2020-05-08,4,439,
Equatorial Guinea,2020-05-09,5,439,
Equatorial Guinea,2020-05-10,6,439,
Equatorial Guinea,2020-05-11,0,439,
Equatorial Guinea,2020-05-12,1,439,
Equatorial Guinea,2020-05-13,2,522,
Equatorial Guinea,2020-05-14,3,583,
Equatorial Guinea,2020-05-15,4,594,
Equatorial Guinea,2020-05-16,5,594,
Equatorial Guinea,2020-05-17,6,594,
Equatorial Guinea,2020-05-18,0,719,
Equatorial Guinea,2020-05-19,1,825,
Equatorial Guinea,2020-05-20,2,890,
Equatorial Guinea,2020-05-21,3,903,
Equatorial Guinea,2020-05-22,4,960,
Equatorial Guinea,2020-05-23,5,960,
Equatorial Guinea,2020-05-24,6,960,
Equatorial Guinea,2020-05-25,0,1043,
Equatorial Guinea,2020-05-26,1,1043,
Equatorial Guinea,2020-05-27,2,1043,
Equatorial Guinea,2020-05-28,3,1043,
Equatorial Guinea,2020-05-29,4,1306,
Eritrea,2020-02-16,6,0,
Eritrea,2020-02-17,0,0,
Eritrea,2020-02-18,1,0,
Eritrea,2020-02-19,2,0,
Eritrea,2020-02-20,3,0,
Eritrea,2020-02-21,4,0,
Eritrea,2020-02-22,5,0,
Eritrea,2020-02-23,6,0,
Eritrea,2020-02-24,0,0,
Eritrea,2020-02-25,1,0,
Eritrea,2020-02-26,2,0,
Eritrea,2020-02-27,3,0,
Eritrea,2020-02-28,4,0,
Eritrea,2020-02-29,5,0,
Eritrea,2020-03-01,6,0,
Eritrea,2020-03-02,0,0,
Eritrea,2020-03-03,1,0,
Eritrea,2020-03-04,2,0,
Eritrea,2020-03-05,3,0,
Eritrea,2020-03-06,4,0,
Eritrea,2020-03-07,5,0,
Eritrea,2020-03-08,6,0,
Eritrea,2020-03-09,0,0,
Eritrea,2020-03-10,1,0,
Eritrea,2020-03-11,2,0,
Eritrea,2020-03-12,3,0,
Eritrea,2020-03-13,4,0,
Eritrea,2020-03-14,5,0,
Eritrea,2020-03-15,6,0,
Eritrea,2020-03-16,0,0,
Eritrea,2020-03-17,1,0,
Eritrea,2020-03-18,2,0,
Eritrea,2020-03-19,3,0,
Eritrea,2020-03-20,4,0,
Eritrea,2020-03-21,5,1,
Eritrea,2020-03-22,6,1,
Eritrea,2020-03-23,0,1,
Eritrea,2020-03-24,1,1,
Eritrea,2020-03-25,2,4,
Eritrea,2020-03-26,3,6,
Eritrea,2020-03-27,4,6,
Eritrea,2020-03-28,5,6,
Eritrea,2020-03-29,6,12,
Eritrea,2020-03-30,0,12,
Eritrea,2020-03-31,1,15,
Eritrea,2020-04-01,2,15,
Eritrea,2020-04-02,3,22,
Eritrea,2020-04-03,4,22,
Eritrea,2020-04-04,5,29,
Eritrea,2020-04-05,6,29,
Eritrea,2020-04-06,0,31,
Eritrea,2020-04-07,1,31,
Eritrea,2020-04-08,2,33,
Eritrea,2020-04-09,3,33,
Eritrea,2020-04-10,4,34,
Eritrea,2020-04-11,5,34,
Eritrea,2020-04-12,6,34,
Eritrea,2020-04-13,0,34,
Eritrea,2020-04-14,1,34,
Eritrea,2020-04-15,2,35,
Eritrea,2020-04-16,3,35,
Eritrea,2020-04-17,4,35,
Eritrea,2020-04-18,5,39,
Eritrea,2020-04-19,6,39,
Eritrea,2020-04-20,0,39,
Eritrea,2020-04-21,1,39,
Eritrea,2020-04-22,2,39,
Eritrea,2020-04-23,3,39,
Eritrea,2020-04-24,4,39,
Eritrea,2020-04-25,5,39,
Eritrea,2020-04-26,6,39,
Eritrea,2020-04-27,0,39,
Eritrea,2020-04-28,1,39,
Eritrea,2020-04-29,2,39,
Eritrea,2020-04-30,3,39,
Eritrea,2020-05-01,4,39,
Eritrea,2020-05-02,5,39,
Eritrea,2020-05-03,6,39,
Eritrea,2020-05-04,0,39,
Eritrea,2020-05-05,1,39,
Eritrea,2020-05-06,2,39,
Eritrea,2020-05-07,3,39,
Eritrea,2020-05-08,4,39,
Eritrea,2020-05-09,5,39,
Eritrea,2020-05-10,6,39,
Eritrea,2020-05-11,0,39,
Eritrea,2020-05-12,1,39,
Eritrea,2020-05-13,2,39,
Eritrea,2020-05-14,3,39,
Eritrea,2020-05-15,4,39,
Eritrea,2020-05-16,5,39,
Eritrea,2020-05-17,6,39,
Eritrea,2020-05-18,0,39,
Eritrea,2020-05-19,1,39,
Eritrea,2020-05-20,2,39,
Eritrea,2020-05-21,3,39,
Eritrea,2020-05-22,4,39,
Eritrea,2020-05-23,5,39,
Eritrea,2020-05-24,6,39,
Eritrea,2020-05-25,0,39,
Eritrea,2020-05-26,1,39,
Eritrea,2020-05-27,2,39,
Eritrea,2020-05-28,3,39,
Eritrea,2020-05-29,4,39,
Estonia,2020-02-16,6,0,0
Estonia,2020-02-17,0,0,1
Estonia,2020-02-18,1,0,1
Estonia,2020-02-19,2,0,0
Estonia,2020-02-20,3,0,0
Estonia,2020-02-21,4,0,1
Estonia,2020-02-22,5,0,0
Estonia,2020-02-23,6,0,-2
Estonia,2020-02-24,0,0,16
Estonia,2020-02-25,1,0,2
Estonia,2020-02-26,2,0,3
Estonia,2020-02-27,3,1,3
Estonia,2020-02-28,4,1,4
Estonia,2020-02-29,5,1,0
Estonia,2020-03-01,6,1,0
Estonia,2020-03-02,0,1,1
Estonia,2020-03-03,1,2,0
Estonia,2020-03-04,2,2,1
Estonia,2020-03-05,3,3,0
Estonia,2020-03-06,4,10,-1
Estonia,2020-03-07,5,10,-1
Estonia,2020-03-08,6,10,-4
Estonia,2020-03-09,0,10,1
Estonia,2020-03-10,1,12,1
Estonia,2020-03-11,2,16,1
Estonia,2020-03-12,3,16,2
Estonia,2020-03-13,4,79,7
Estonia,2020-03-14,5,115,7
Estonia,2020-03-15,6,171,5
Estonia,2020-03-16,0,205,16
Estonia,2020-03-17,1,225,17
Estonia,2020-03-18,2,258,20
Estonia,2020-03-19,3,267,18
Estonia,2020-03-20,4,283,20
Estonia,2020-03-21,5,306,10
Estonia,2020-03-22,6,326,7
Estonia,2020-03-23,0,352,18
Estonia,2020-03-24,1,369,19
Estonia,2020-03-25,2,404,19
Estonia,2020-03-26,3,538,19
Estonia,2020-03-27,4,575,21
Estonia,2020-03-28,5,645,10
Estonia,2020-03-29,6,679,10
Estonia,2020-03-30,0,715,21
Estonia,2020-03-31,1,745,20
Estonia,2020-04-01,2,779,20
Estonia,2020-04-02,3,858,22
Estonia,2020-04-03,4,961,24
Estonia,2020-04-04,5,1039,12
Estonia,2020-04-05,6,1097,8
Estonia,2020-04-06,0,1108,18
Estonia,2020-04-07,1,1149,17
Estonia,2020-04-08,2,1185,17
Estonia,2020-04-09,3,1207,17
Estonia,2020-04-10,4,1258,27
Estonia,2020-04-11,5,1304,10
Estonia,2020-04-12,6,1309,10
Estonia,2020-04-13,0,1332,19
Estonia,2020-04-14,1,1373,20
Estonia,2020-04-15,2,1400,19
Estonia,2020-04-16,3,1434,21
Estonia,2020-04-17,4,1459,20
Estonia,2020-04-18,5,1512,9
Estonia,2020-04-19,6,1528,7
Estonia,2020-04-20,0,1535,16
Estonia,2020-04-21,1,1552,15
Estonia,2020-04-22,2,1559,14
Estonia,2020-04-23,3,1592,15
Estonia,2020-04-24,4,1605,17
Estonia,2020-04-25,5,1635,7
Estonia,2020-04-26,6,1643,4
Estonia,2020-04-27,0,1647,15
Estonia,2020-04-28,1,1660,17
Estonia,2020-04-29,2,1666,16
Estonia,2020-04-30,3,1689,13
Estonia,2020-05-01,4,1694,22
Estonia,2020-05-02,5,1699,7
Estonia,2020-05-03,6,1700,3
Estonia,2020-05-04,0,1703,14
Estonia,2020-05-05,1,1711,12
Estonia,2020-05-06,2,1713,12
Estonia,2020-05-07,3,1720,13
Estonia,2020-05-08,4,1725,11
Estonia,2020-05-09,5,1733,1
Estonia,2020-05-10,6,1739,-5
Estonia,2020-05-11,0,1741,14
Estonia,2020-05-12,1,1746,12
Estonia,2020-05-13,2,1751,13
Estonia,2020-05-14,3,1758,11
Estonia,2020-05-15,4,1766,11
Estonia,2020-05-16,5,1770,4
Estonia,2020-05-17,6,1774,2
Estonia,2020-05-18,0,1784,9
Estonia,2020-05-19,1,1791,9
Estonia,2020-05-20,2,1794,9
Estonia,2020-05-21,3,1800,10
Estonia,2020-05-22,4,1807,7
Estonia,2020-05-23,5,1821,-3
Estonia,2020-05-24,6,1823,-3
Estonia,2020-05-25,0,1824,7
Estonia,2020-05-26,1,1834,6
Estonia,2020-05-27,2,1840,6
Estonia,2020-05-28,3,1851,7
Estonia,2020-05-29,4,1859,5
Eswatini,2020-02-16,6,0,
Eswatini,2020-02-17,0,0,
Eswatini,2020-02-18,1,0,
Eswatini,2020-02-19,2,0,
Eswatini,2020-02-20,3,0,
Eswatini,2020-02-21,4,0,
Eswatini,2020-02-22,5,0,
Eswatini,2020-02-23,6,0,
Eswatini,2020-02-24,0,0,
Eswatini,2020-02-25,1,0,
Eswatini,2020-02-26,2,0,
Eswatini,2020-02-27,3,0,
Eswatini,2020-02-28,4,0,
Eswatini,2020-02-29,5,0,
Eswatini,2020-03-01,6,0,
Eswatini,2020-03-02,0,0,
Eswatini,2020-03-03,1,0,
Eswatini,2020-03-04,2,0,
Eswatini,2020-03-05,3,0,
Eswatini,2020-03-06,4,0,
Eswatini,2020-03-07,5,0,
Eswatini,2020-03-08,6,0,
Eswatini,2020-03-09,0,0,
Eswatini,2020-03-10,1,0,
Eswatini,2020-03-11,2,0,
Eswatini,2020-03-12,3,0,
Eswatini,2020-03-13,4,0,
Eswatini,2020-03-14,5,1,
Eswatini,2020-03-15,6,1,
Eswatini,2020-03-16,0,1,
Eswatini,2020-03-17,1,1,
Eswatini,2020-03-18,2,1,
Eswatini,2020-03-19,3,1,
Eswatini,2020-03-20,4,1,
Eswatini,2020-03-21,5,1,
Eswatini,2020-03-22,6,4,
Eswatini,2020-03-23,0,4,
Eswatini,2020-03-24,1,4,
Eswatini,2020-03-25,2,4,
Eswatini,2020-03-26,3,6,
Eswatini,2020-03-27,4,9,
Eswatini,2020-03-28,5,9,
Eswatini,2020-03-29,6,9,
Eswatini,2020-03-30,0,9,
Eswatini,2020-03-31,1,9,
Eswatini,2020-04-01,2,9,
Eswatini,2020-04-02,3,9,
Eswatini,2020-04-03,4,9,
Eswatini,2020-04-04,5,9,
Eswatini,2020-04-05,6,9,
Eswatini,2020-04-06,0,10,
Eswatini,2020-04-07,1,10,
Eswatini,2020-04-08,2,12,
Eswatini,2020-04-09,3,12,
Eswatini,2020-04-10,4,12,
Eswatini,2020-04-11,5,12,
Eswatini,2020-04-12,6,14,
Eswatini,2020-04-13,0,15,
Eswatini,2020-04-14,1,15,
Eswatini,2020-04-15,2,15,
Eswatini,2020-04-16,3,16,
Eswatini,2020-04-17,4,16,
Eswatini,2020-04-18,5,22,
Eswatini,2020-04-19,6,22,
Eswatini,2020-04-20,0,24,
Eswatini,2020-04-21,1,31,
Eswatini,2020-04-22,2,31,
Eswatini,2020-04-23,3,31,
Eswatini,2020-04-24,4,36,
Eswatini,2020-04-25,5,56,
Eswatini,2020-04-26,6,59,
Eswatini,2020-04-27,0,65,
Eswatini,2020-04-28,1,71,
Eswatini,2020-04-29,2,91,
Eswatini,2020-04-30,3,100,
Eswatini,2020-05-01,4,106,
Eswatini,2020-05-02,5,108,
Eswatini,2020-05-03,6,112,
Eswatini,2020-05-04,0,116,
Eswatini,2020-05-05,1,119,
Eswatini,2020-05-06,2,123,
Eswatini,2020-05-07,3,153,
Eswatini,2020-05-08,4,159,
Eswatini,2020-05-09,5,163,
Eswatini,2020-05-10,6,172,
Eswatini,2020-05-11,0,175,
Eswatini,2020-05-12,1,184,
Eswatini,2020-05-13,2,187,
Eswatini,2020-05-14,3,187,
Eswatini,2020-05-15,4,190,
Eswatini,2020-05-16,5,202,
Eswatini,2020-05-17,6,203,
Eswatini,2020-05-18,0,205,
Eswatini,2020-05-19,1,208,
Eswatini,2020-05-20,2,217,
Eswatini,2020-05-21,3,220,
Eswatini,2020-05-22,4,225,
Eswatini,2020-05-23,5,238,
Eswatini,2020-05-24,6,250,
Eswatini,2020-05-25,0,256,
Eswatini,2020-05-26,1,261,
Eswatini,2020-05-27,2,272,
Eswatini,2020-05-28,3,279,
Eswatini,2020-05-29,4,279,
Ethiopia,2020-02-16,6,0,
Ethiopia,2020-02-17,0,0,
Ethiopia,2020-02-18,1,0,
Ethiopia,2020-02-19,2,0,
Ethiopia,2020-02-20,3,0,
Ethiopia,2020-02-21,4,0,
Ethiopia,2020-02-22,5,0,
Ethiopia,2020-02-23,6,0,
Ethiopia,2020-02-24,0,0,
Ethiopia,2020-02-25,1,0,
Ethiopia,2020-02-26,2,0,
Ethiopia,2020-02-27,3,0,
Ethiopia,2020-02-28,4,0,
Ethiopia,2020-02-29,5,0,
Ethiopia,2020-03-01,6,0,
Ethiopia,2020-03-02,0,0,
Ethiopia,2020-03-03,1,0,
Ethiopia,2020-03-04,2,0,
Ethiopia,2020-03-05,3,0,
Ethiopia,2020-03-06,4,0,
Ethiopia,2020-03-07,5,0,
Ethiopia,2020-03-08,6,0,
Ethiopia,2020-03-09,0,0,
Ethiopia,2020-03-10,1,0,
Ethiopia,2020-03-11,2,0,
Ethiopia,2020-03-12,3,0,
Ethiopia,2020-03-13,4,1,
Ethiopia,2020-03-14,5,1,
Ethiopia,2020-03-15,6,1,
Ethiopia,2020-03-16,0,5,
Ethiopia,2020-03-17,1,5,
Ethiopia,2020-03-18,2,6,
Ethiopia,2020-03-19,3,6,
Ethiopia,2020-03-20,4,9,
Ethiopia,2020-03-21,5,9,
Ethiopia,2020-03-22,6,11,
Ethiopia,2020-03-23,0,11,
Ethiopia,2020-03-24,1,12,
Ethiopia,2020-03-25,2,12,
Ethiopia,2020-03-26,3,12,
Ethiopia,2020-03-27,4,16,
Ethiopia,2020-03-28,5,16,
Ethiopia,2020-03-29,6,21,
Ethiopia,2020-03-30,0,23,
Ethiopia,2020-03-31,1,26,
Ethiopia,2020-04-01,2,29,
Ethiopia,2020-04-02,3,29,
Ethiopia,2020-04-03,4,35,
Ethiopia,2020-04-04,5,38,
Ethiopia,2020-04-05,6,43,
Ethiopia,2020-04-06,0,44,
Ethiopia,2020-04-07,1,52,
Ethiopia,2020-04-08,2,55,
Ethiopia,2020-04-09,3,56,
Ethiopia,2020-04-10,4,65,
Ethiopia,2020-04-11,5,69,
Ethiopia,2020-04-12,6,71,
Ethiopia,2020-04-13,0,74,
Ethiopia,2020-04-14,1,82,
Ethiopia,2020-04-15,2,85,
Ethiopia,2020-04-16,3,92,
Ethiopia,2020-04-17,4,96,
Ethiopia,2020-04-18,5,105,
Ethiopia,2020-04-19,6,108,
Ethiopia,2020-04-20,0,111,
Ethiopia,2020-04-21,1,114,
Ethiopia,2020-04-22,2,116,
Ethiopia,2020-04-23,3,116,
Ethiopia,2020-04-24,4,117,
Ethiopia,2020-04-25,5,122,
Ethiopia,2020-04-26,6,123,
Ethiopia,2020-04-27,0,124,
Ethiopia,2020-04-28,1,126,
Ethiopia,2020-04-29,2,130,
Ethiopia,2020-04-30,3,131,
Ethiopia,2020-05-01,4,133,
Ethiopia,2020-05-02,5,133,
Ethiopia,2020-05-03,6,135,
Ethiopia,2020-05-04,0,140,
Ethiopia,2020-05-05,1,145,
Ethiopia,2020-05-06,2,162,
Ethiopia,2020-05-07,3,191,
Ethiopia,2020-05-08,4,194,
Ethiopia,2020-05-09,5,210,
Ethiopia,2020-05-10,6,239,
Ethiopia,2020-05-11,0,250,
Ethiopia,2020-05-12,1,261,
Ethiopia,2020-05-13,2,263,
Ethiopia,2020-05-14,3,272,
Ethiopia,2020-05-15,4,287,
Ethiopia,2020-05-16,5,306,
Ethiopia,2020-05-17,6,317,
Ethiopia,2020-05-18,0,352,
Ethiopia,2020-05-19,1,365,
Ethiopia,2020-05-20,2,389,
Ethiopia,2020-05-21,3,399,
Ethiopia,2020-05-22,4,433,
Ethiopia,2020-05-23,5,494,
Ethiopia,2020-05-24,6,582,
Ethiopia,2020-05-25,0,655,
Ethiopia,2020-05-26,1,701,
Ethiopia,2020-05-27,2,731,
Ethiopia,2020-05-28,3,831,
Ethiopia,2020-05-29,4,968,
Fiji,2020-02-16,6,0,2
Fiji,2020-02-17,0,0,0
Fiji,2020-02-18,1,0,1
Fiji,2020-02-19,2,0,0
Fiji,2020-02-20,3,0,0
Fiji,2020-02-21,4,0,0
Fiji,2020-02-22,5,0,2
Fiji,2020-02-23,6,0,1
Fiji,2020-02-24,0,0,0
Fiji,2020-02-25,1,0,-1
Fiji,2020-02-26,2,0,-1
Fiji,2020-02-27,3,0,1
Fiji,2020-02-28,4,0,0
Fiji,2020-02-29,5,0,0
Fiji,2020-03-01,6,0,0
Fiji,2020-03-02,0,0,1
Fiji,2020-03-03,1,0,0
Fiji,2020-03-04,2,0,1
Fiji,2020-03-05,3,0,1
Fiji,2020-03-06,4,0,1
Fiji,2020-03-07,5,0,0
Fiji,2020-03-08,6,0,2
Fiji,2020-03-09,0,0,1
Fiji,2020-03-10,1,0,2
Fiji,2020-03-11,2,0,1
Fiji,2020-03-12,3,0,3
Fiji,2020-03-13,4,0,2
Fiji,2020-03-14,5,0,2
Fiji,2020-03-15,6,0,3
Fiji,2020-03-16,0,0,2
Fiji,2020-03-17,1,0,2
Fiji,2020-03-18,2,0,3
Fiji,2020-03-19,3,1,3
Fiji,2020-03-20,4,1,11
Fiji,2020-03-21,5,1,12
Fiji,2020-03-22,6,2,11
Fiji,2020-03-23,0,3,9
Fiji,2020-03-24,1,4,10
Fiji,2020-03-25,2,5,12
Fiji,2020-03-26,3,5,16
Fiji,2020-03-27,4,5,17
Fiji,2020-03-28,5,5,15
Fiji,2020-03-29,6,5,12
Fiji,2020-03-30,0,5,15
Fiji,2020-03-31,1,5,15
Fiji,2020-04-01,2,5,16
Fiji,2020-04-02,3,7,16
Fiji,2020-04-03,4,7,29
Fiji,2020-04-04,5,12,22
Fiji,2020-04-05,6,12,18
Fiji,2020-04-06,0,14,24
Fiji,2020-04-07,1,15,21
Fiji,2020-04-08,2,15,23
Fiji,2020-04-09,3,15,18
Fiji,2020-04-10,4,16,35
Fiji,2020-04-11,5,16,19
Fiji,2020-04-12,6,16,16
Fiji,2020-04-13,0,16,32
Fiji,2020-04-14,1,16,20
Fiji,2020-04-15,2,16,23
Fiji,2020-04-16,3,17,23
Fiji,2020-04-17,4,17,21
Fiji,2020-04-18,5,17,15
Fiji,2020-04-19,6,17,13
Fiji,2020-04-20,0,18,14
Fiji,2020-04-21,1,18,15
Fiji,2020-04-22,2,18,16
Fiji,2020-04-23,3,18,18
Fiji,2020-04-24,4,18,18
Fiji,2020-04-25,5,18,14
Fiji,2020-04-26,6,18,13
Fiji,2020-04-27,0,18,15
Fiji,2020-04-28,1,18,15
Fiji,2020-04-29,2,18,9
Fiji,2020-04-30,3,18,15
Fiji,2020-05-01,4,18,15
Fiji,2020-05-02,5,18,11
Fiji,2020-05-03,6,18,11
Fiji,2020-05-04,0,18,11
Fiji,2020-05-05,1,18,13
Fiji,2020-05-06,2,18,15
Fiji,2020-05-07,3,18,14
Fiji,2020-05-08,4,18,18
Fiji,2020-05-09,5,18,10
Fiji,2020-05-10,6,18,6
Fiji,2020-05-11,0,18,12
Fiji,2020-05-12,1,18,13
Fiji,2020-05-13,2,18,13
Fiji,2020-05-14,3,18,13
Fiji,2020-05-15,4,18,14
Fiji,2020-05-16,5,18,10
Fiji,2020-05-17,6,18,8
Fiji,2020-05-18,0,18,12
Fiji,2020-05-19,1,18,12
Fiji,2020-05-20,2,18,14
Fiji,2020-05-21,3,18,14
Fiji,2020-05-22,4,18,15
Fiji,2020-05-23,5,18,11
Fiji,2020-05-24,6,18,7
Fiji,2020-05-25,0,18,12
Fiji,2020-05-26,1,18,11
Fiji,2020-05-27,2,18,13
Fiji,2020-05-28,3,18,12
Fiji,2020-05-29,4,18,13
Finland,2020-02-16,6,1,1
Finland,2020-02-17,0,1,2
Finland,2020-02-18,1,1,2
Finland,2020-02-19,2,1,1
Finland,2020-02-20,3,1,2
Finland,2020-02-21,4,1,3
Finland,2020-02-22,5,1,0
Finland,2020-02-23,6,1,-1
Finland,2020-02-24,0,1,1
Finland,2020-02-25,1,1,2
Finland,2020-02-26,2,2,1
Finland,2020-02-27,3,2,2
Finland,2020-02-28,4,2,2
Finland,2020-02-29,5,3,-1
Finland,2020-03-01,6,6,0
Finland,2020-03-02,0,6,1
Finland,2020-03-03,1,6,2
Finland,2020-03-04,2,6,2
Finland,2020-03-05,3,12,2
Finland,2020-03-06,4,15,1
Finland,2020-03-07,5,15,-1
Finland,2020-03-08,6,23,-1
Finland,2020-03-09,0,30,1
Finland,2020-03-10,1,40,2
Finland,2020-03-11,2,59,2
Finland,2020-03-12,3,59,2
Finland,2020-03-13,4,155,5
Finland,2020-03-14,5,225,5
Finland,2020-03-15,6,244,4
Finland,2020-03-16,0,277,9
Finland,2020-03-17,1,321,13
Finland,2020-03-18,2,336,15
Finland,2020-03-19,3,400,15
Finland,2020-03-20,4,450,16
Finland,2020-03-21,5,523,8
Finland,2020-03-22,6,626,7
Finland,2020-03-23,0,700,15
Finland,2020-03-24,1,792,16
Finland,2020-03-25,2,880,16
Finland,2020-03-26,3,958,16
Finland,2020-03-27,4,1041,18
Finland,2020-03-28,5,1167,9
Finland,2020-03-29,6,1240,9
Finland,2020-03-30,0,1352,16
Finland,2020-03-31,1,1418,18
Finland,2020-04-01,2,1446,17
Finland,2020-04-02,3,1518,18
Finland,2020-04-03,4,1615,19
Finland,2020-04-04,5,1882,9
Finland,2020-04-05,6,1927,8
Finland,2020-04-06,0,2176,16
Finland,2020-04-07,1,2308,16
Finland,2020-04-08,2,2487,15
Finland,2020-04-09,3,2605,14
Finland,2020-04-10,4,2769,26
Finland,2020-04-11,5,2905,8
Finland,2020-04-12,6,2974,11
Finland,2020-04-13,0,3064,23
Finland,2020-04-14,1,3161,17
Finland,2020-04-15,2,3237,17
